FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	DBpedia_URL	label_salary	label_comp	id
3523.0	Tennessee Technological Univ	TN	IIA	547	424	346.0	436.0	664	527	439.0	540.0	146.0	98.0	100.0	32.0	376.0	http://dbpedia.org/resource/Tennessee_Technological_University	medium	medium	817.0
3527.0	Tusculum College	TN	IIB	353	327	290.0	314.0	426	396	340.0	373.0	6.0	7.0	14.0	0.0	27.0	http://dbpedia.org/resource/Tusculum_College	low	low	818.0
3530.0	University of Tennessee-Knoxville	TN	I	600	454	402.0	501.0	756	570	500.0	630.0	535.0	325.0	202.0	65.0	1139.0	http://dbpedia.org/resource/University_of_Tennessee	high	high	820.0
3531.0	University of Tennessee-Martin	TN	IIA	473	409	337.0	413.0	615	509	426.0	527.0	103.0	57.0	48.0	17.0	225.0	http://dbpedia.org/resource/University_of_Tennessee_at_Martin	medium	medium	821.0
3534.0	University of the South	TN	IIB	578	427	347.0	485.0	759	571	447.0	636.0	53.0	20.0	18.0	6.0	99.0	http://dbpedia.org/resource/Sewanee:_The_University_of_the_South	medium	high	822.0
3535.0	Vanderbilt University	TN	I	807	522	432.0	612.0	988	651	538.0	756.0	289.0	160.0	177.0	9.0	657.0	http://dbpedia.org/resource/Vanderbilt_University	high	high	823.0
6725.0	University of Tennessee- Memphis	TN	I	605	461	403.0	486.0	757	576	502.0	607.0	53.0	60.0	40.0	11.0	164.0	http://dbpedia.org/resource/University_of_Tennessee_Health_Science_Center	medium	high	824.0
3541.0	Angelo State University	TX	IIB	485	425	369.0	398.0	618	549	484.0	517.0	68.0	27.0	40.0	45.0	180.0	http://dbpedia.org/resource/Angelo_State_University	medium	medium	826.0
3571.0	Hardin-Simmons University	TX	IIA	378	311	295.0	330.0	457	380	357.0	400.0	39.0	11.0	25.0	9.0	84.0	http://dbpedia.org/resource/Hardin%E2%80%93Simmons_University	low	low	828.0
3576.0	Houston Baptist University	TX	IIA	408	363	314.0	345.0	507	456	397.0	434.0	34.0	19.0	43.0	15.0	111.0	http://dbpedia.org/resource/Houston_Baptist_University	low	low	829.0
3592.0	Midwestern State University	TX	IIA	491	418	362.0	399.0	613	528	463.0	505.0	42.0	45.0	54.0	20.0	162.0	http://dbpedia.org/resource/Midwestern_State_University	medium	medium	831.0
3594.0	University of North Texas	TX	I	551	443	382.0	448.0	674	550	479.0	555.0	249.0	203.0	234.0	5.0	751.0	http://dbpedia.org/resource/University_of_North_Texas	medium	medium	832.0
3604.0	Rice University	TX	I	809	548	481.0	663.0	992	682	593.0	816.0	224.0	89.0	91.0	8.0	422.0	http://dbpedia.org/resource/Rice_University	high	high	833.0
3606.0	Sam Houston State University	TX	IIA	497	403	341.0	408.0	633	523	451.0	529.0	147.0	63.0	116.0	10.0	365.0	http://dbpedia.org/resource/Sam_Houston_State_University	medium	medium	834.0
3610.0	Schreiner College	TX	IIB	354	300	257.0	282.0	425	363	313.0	343.0	12.0	8.0	8.0	12.0	40.0	http://dbpedia.org/resource/Schreiner_University	low	low	835.0
3620.0	Southwestern University	TX	IIB	627	470	373.0	478.0	763	581	465.0	590.0	22.0	33.0	25.0	3.0	83.0	http://dbpedia.org/resource/Southwestern_University	medium	medium	836.0
3623.0	St. Mary's University	TX	IIA	652	474	383.0	502.0	744	560	452.0	585.0	58.0	57.0	49.0	5.0	169.0	http://dbpedia.org/resource/St._Mary's_University_College_(Twickenham)	high	medium	838.0
3630.0	Prairie View A&M University	TX	IIA	485	421	347.0	369.0	616	542	455.0	481.0	34.0	58.0	64.0	73.0	232.0	http://dbpedia.org/resource/Prairie_View_A&M_University	medium	medium	840.0
3631.0	Tarleton State University	TX	IIA	446	399	347.0	354.0	570	516	455.0	462.0	42.0	48.0	48.0	62.0	204.0	http://dbpedia.org/resource/Tarleton_State_University	medium	medium	841.0
3641.0	Texas Lutheran College	TX	IIB	458	370	313.0	365.0	564	456	386.0	449.0	20.0	13.0	20.0	8.0	61.0	http://dbpedia.org/resource/Texas_Lutheran_University	medium	medium	843.0
3642.0	Texas Southern University	TX	I	551	455	366.0	423.0	684	573	469.0	535.0	83.0	82.0	104.0	50.0	331.0	http://dbpedia.org/resource/Texas_Southern_University	medium	medium	844.0
3644.0	Texas Tech University	TX	I	610	429	363.0	468.0	762	550	472.0	595.0	270.0	216.0	220.0	14.0	742.0	http://dbpedia.org/resource/Texas_Tech_University	medium	high	845.0
3645.0	Texas Wesleyan University	TX	IIB	456	536	298.0	439.0	570	656	370.0	544.0	42.0	30.0	15.0	9.0	96.0	http://dbpedia.org/resource/Texas_Wesleyan_University	medium	medium	846.0
3646.0	Texas Woman's University	TX	I	499	401	342.0	396.0	623	507	438.0	501.0	93.0	107.0	101.0	40.0	353.0	http://dbpedia.org/resource/Texas_Woman's_University	medium	medium	847.0
3647.0	Trinity University	TX	IIA	696	477	389.0	548.0	860	610	497.0	686.0	95.0	61.0	57.0	3.0	216.0	http://dbpedia.org/resource/Trinity_University_College	high	high	848.0
3651.0	University of Dallas	TX	IIA	474	432	364.0	395.0	578	550	446.0	489.0	23.0	35.0	25.0	1.0	108.0	http://dbpedia.org/resource/University_of_Dallas	medium	medium	849.0
3652.0	University of Houston	TX	I	681	462	398.0	520.0	836	585	510.0	651.0	341.0	288.0	238.0	24.0	903.0	http://dbpedia.org/resource/University_of_Houston	high	high	850.0
3656.0	University of Texas at Arlington	TX	I	581	438	395.0	455.0	724	557	506.0	577.0	185.0	224.0	137.0	0.0	608.0	http://dbpedia.org/resource/University_of_Texas_at_Arlington	medium	medium	851.0
3658.0	University of Texas at Austin	TX	I	732	476	432.0	577.0	888	599	548.0	713.0	997.0	439.0	480.0	30.0	2099.0	http://dbpedia.org/resource/University_of_Texas_at_Austin	high	high	852.0
6967.0	Baylor University	TX	I	619	474	397.0	476.0	791	610	504.0	607.0	226.0	131.0	103.0	7.0	601.0	http://dbpedia.org/resource/Baylor_University	medium	high	855.0
9741.0	University of Texas at Dallas	TX	I	661	505	451.0	557.0	810	634	571.0	692.0	89.0	58.0	59.0	1.0	207.0	http://dbpedia.org/resource/University_of_Texas_at_Dallas	high	high	856.0
10115.0	University of Texas -San Antonio	TX	IIA	546	441	379.0	429.0	685	562	489.0	548.0	61.0	120.0	108.0	6.0	314.0	http://dbpedia.org/resource/University_of_Texas_at_San_Antonio	medium	medium	857.0
10366.0	Texas A & M University	TX	I	645	460	394.0	505.0	798	587	509.0	637.0	652.0	424.0	305.0	2.0	1546.0	http://dbpedia.org/resource/Texas_A&M_University	high	high	858.0
11163.0	University of Texas at Tyler	TX	IIA	522	421	359.0	409.0	666	548	496.0	538.0	39.0	37.0	24.0	0.0	133.0	http://dbpedia.org/resource/University_of_Texas_at_Tyler	medium	medium	859.0
12826.0	University of Houston-Downtown	TX	IIB	503	404	336.0	365.0	628	507	429.0	463.0	20.0	53.0	44.0	1.0	153.0	http://dbpedia.org/resource/University_of_Houston%E2%80%93Downtown	medium	medium	860.0
3680.0	Weber State University	UT	IIB	483	388	341.0	389.0	633	522	458.0	518.0	160.0	97.0	124.0	61.0	459.0	http://dbpedia.org/resource/Weber_State_University	medium	medium	866.0
3702.0	Averett College	VA	IIB	372	319	281.0	328.0	454	395	342.0	400.0	19.0	15.0	11.0	3.0	48.0	http://dbpedia.org/resource/Averett_University	low	low	867.0
3709.0	Emory and Henry College	VA	IIB	440	358	296.0	363.0	531	439	351.0	438.0	18.0	19.0	14.0	3.0	54.0	http://dbpedia.org/resource/Emory_and_Henry_College	medium	low	869.0
3713.0	Hampden-Sydney College	VA	IIB	529	397	338.0	417.0	631	481	419.0	502.0	28.0	28.0	13.0	0.0	80.0	http://dbpedia.org/resource/Hampden%E2%80%93Sydney_College	medium	medium	871.0
3714.0	Hampton University	VA	IIA	494	377	323.0	359.0	568	440	374.0	415.0	45.0	86.0	134.0	13.0	297.0	http://dbpedia.org/resource/Hampton_University	medium	low	872.0
3715.0	Hollins College	VA	IIB	498	398	306.0	388.0	609	512	374.0	484.0	18.0	27.0	23.0	3.0	71.0	http://dbpedia.org/resource/Hollins_University	medium	medium	873.0
3719.0	Longwood College	VA	IIB	487	420	336.0	393.0	611	529	431.0	497.0	33.0	50.0	50.0	17.0	150.0	http://dbpedia.org/resource/Longwood_University	medium	medium	874.0
3720.0	Lynchburg College	VA	IIA	465	392	317.0	395.0	567	484	396.0	486.0	49.0	36.0	37.0	3.0	125.0	http://dbpedia.org/resource/Lynchburg_College	medium	medium	875.0
3723.0	Mary Baldwin College	VA	IIB	457	370	311.0	362.0	551	457	380.0	443.0	13.0	31.0	25.0	2.0	71.0	http://dbpedia.org/resource/Mary_Baldwin_College	medium	low	877.0
3724.0	Marymount University	VA	IIA	524	418	369.0	448.0	616	493	434.0	528.0	48.0	30.0	34.0	0.0	112.0	http://dbpedia.org/resource/Marymount_University	medium	medium	878.0
3728.0	Old Dominion University	VA	I	595	451	370.0	446.0	731	564	468.0	557.0	165.0	228.0	156.0	52.0	643.0	http://dbpedia.org/resource/Old_Dominion_University	medium	medium	879.0
3732.0	Radford University	VA	IIA	499	393	354.0	407.0	613	488	443.0	505.0	137.0	119.0	92.0	43.0	391.0	http://dbpedia.org/resource/Radford_University	medium	medium	880.0
3733.0	Randolph-Macon College	VA	IIB	522	395	313.0	399.0	632	484	385.0	488.0	22.0	30.0	21.0	6.0	79.0	http://dbpedia.org/resource/Randolph%E2%80%93Macon_College	medium	medium	881.0
3734.0	Randolph-Macon Woman's College	VA	IIB	495	411	337.0	409.0	623	512	424.0	512.0	17.0	28.0	18.0	2.0	65.0	http://dbpedia.org/resource/Randolph_College	medium	medium	882.0
3737.0	Shenandoah University	VA	IIB	463	387	330.0	392.0	554	464	394.0	469.0	32.0	26.0	25.0	6.0	89.0	http://dbpedia.org/resource/Shenandoah_University	medium	medium	884.0
3742.0	Sweet Briar College	VA	IIB	539	433	372.0	468.0	666	524	445.0	572.0	28.0	26.0	11.0	0.0	65.0	http://dbpedia.org/resource/Sweet_Briar_College	medium	medium	886.0
3744.0	University of Richmond	VA	IIA	711	550	418.0	565.0	883	686	512.0	700.0	80.0	70.0	72.0	0.0	222.0	http://dbpedia.org/resource/University_of_Richmond	high	high	887.0
3746.0	Mary Washington College	VA	IIB	475	397	325.0	401.0	602	507	421.0	513.0	59.0	43.0	48.0	0.0	157.0	http://dbpedia.org/resource/University_of_Mary_Washington	medium	medium	888.0
3749.0	George Mason University	VA	I	753	524	445.0	568.0	909	650	550.0	696.0	210.0	266.0	156.0	43.0	675.0	http://dbpedia.org/resource/George_Mason_University	high	high	889.0
3764.0	Virginia State University	VA	IIA	453	416	375.0	398.0	554	510	462.0	489.0	55.0	49.0	59.0	28.0	191.0	http://dbpedia.org/resource/Virginia_State_University	medium	medium	892.0
3766.0	Virginia Union University	VA	IIB	401	351	264.0	283.0	459	404	302.0	324.0	8.0	15.0	37.0	8.0	78.0	http://dbpedia.org/resource/Virginia_Union_University	low	low	894.0
3768.0	Washington & Lee University	VA	IIB	685	487	397.0	592.0	842	605	480.0	728.0	84.0	30.0	24.0	0.0	138.0	http://dbpedia.org/resource/Washington_and_Lee_University	high	high	896.0
6968.0	University of Virginia	VA	I	777	517	430.0	610.0	953	653	545.0	757.0	445.0	277.0	201.0	18.0	973.0	http://dbpedia.org/resource/University_of_Virginia	high	high	897.0
10392.0	Liberty University	VA	IIA	401	341	279.0	327.0	458	389	322.0	375.0	44.0	56.0	51.0	17.0	168.0	http://dbpedia.org/resource/Liberty_University	low	low	898.0
3682.0	Bennington College	VT	IIB	*	*	?	373.0	*	*	?	449.0	0.0	0.0	0.0	0.0	46.0	http://dbpedia.org/resource/Bennington_College	medium	medium	900.0
3683.0	Castleton State College	VT	IIB	432	355	302.0	355.0	580	484	410.0	480.0	26.0	27.0	34.0	3.0	90.0	http://dbpedia.org/resource/Castleton_State_College	medium	medium	901.0
3689.0	Lyndon State College	VT	IIB	433	366	293.0	366.0	584	501	411.0	500.0	18.0	22.0	17.0	0.0	57.0	http://dbpedia.org/resource/Lyndon_State_College	medium	medium	904.0
3692.0	Norwich University	VT	IIA	423	356	297.0	371.0	545	468	394.0	484.0	62.0	51.0	32.0	1.0	146.0	http://dbpedia.org/resource/Norwich_University	medium	medium	906.0
3696.0	University of Vermont	VT	I	606	450	370.0	458.0	770	586	486.0	592.0	175.0	174.0	115.0	0.0	555.0	http://dbpedia.org/resource/University_of_Vermont	medium	medium	908.0
3777.0	Heritage College	WA	IIB	*	359	319.0	322.0	*	437	392.0	395.0	4.0	7.0	9.0	8.0	28.0	http://dbpedia.org/resource/Heritage_College,_Perth	low	low	909.0
3788.0	Seattle Pacific University	WA	IIA	457	388	335.0	390.0	563	485	422.0	485.0	50.0	48.0	34.0	7.0	144.0	http://dbpedia.org/resource/Seattle_Pacific_University	medium	medium	912.0
3790.0	Seattle University	WA	IIA	565	476	408.0	458.0	674	572	495.0	551.0	53.0	88.0	69.0	14.0	237.0	http://dbpedia.org/resource/Seattle_University	medium	medium	913.0
3797.0	University of Puget Sound	WA	IIB	623	469	389.0	516.0	788	599	495.0	655.0	80.0	44.0	51.0	0.0	175.0	http://dbpedia.org/resource/University_of_Puget_Sound	high	high	915.0
3798.0	University of Washington	WA	I	683	485	421.0	555.0	838	606	524.0	687.0	893.0	472.0	352.0	11.0	1906.0	http://dbpedia.org/resource/University_of_Washington	high	high	916.0
3799.0	Walla Walla College	WA	IIB	333	314	300.0	312.0	403	382	367.0	379.0	45.0	20.0	36.0	13.0	117.0	http://dbpedia.org/resource/Walla_Walla_University	low	low	917.0
3800.0	Washington State University	WA	I	597	447	393.0	470.0	734	559	488.0	584.0	337.0	281.0	279.0	62.0	965.0	http://dbpedia.org/resource/Washington_State_University	medium	medium	918.0
3803.0	Whitman College	WA	IIB	568	451	372.0	476.0	717	571	468.0	602.0	37.0	32.0	23.0	1.0	93.0	http://dbpedia.org/resource/Whitman_College	medium	high	919.0
3804.0	Whitworth College	WA	IIB	426	349	279.0	345.0	513	426	345.0	420.0	26.0	39.0	18.0	10.0	93.0	http://dbpedia.org/resource/Whitworth_University	low	low	920.0
8155.0	Evergreen State College	WA	IIB	*	*	?	430.0	*	*	?	541.0	0.0	0.0	0.0	0.0	154.0	http://dbpedia.org/resource/The_Evergreen_State_College	medium	medium	921.0
3832.0	Alverno College	WI	IIB	438	352	282.0	314.0	511	411	332.0	368.0	9.0	31.0	74.0	0.0	114.0	http://dbpedia.org/resource/Alverno_College	low	low	922.0
3835.0	Beloit College	WI	IIB	521	409	357.0	453.0	660	512	428.0	565.0	42.0	15.0	22.0	1.0	80.0	http://dbpedia.org/resource/Beloit_College	medium	medium	923.0
3839.0	Carthage College	WI	IIB	434	374	319.0	371.0	556	485	406.0	475.0	28.0	18.0	35.0	0.0	81.0	http://dbpedia.org/resource/Carthage_College	medium	medium	924.0
3854.0	Lakeland College	WI	IIB	406	*	321.0	329.0	489	*	384.0	393.0	11.0	3.0	19.0	8.0	46.0	http://dbpedia.org/resource/Lakeland_College_(Alberta)	low	low	925.0
3863.0	Marquette University	WI	I	705	521	426.0	527.0	884	662	525.0	662.0	94.0	238.0	151.0	0.0	483.0	http://dbpedia.org/resource/Marquette_University	high	high	927.0
3875.0	Northland College	WI	IIB	375	296	271.0	325.0	458	354	344.0	397.0	19.0	15.0	7.0	2.0	44.0	http://dbpedia.org/resource/Northland_College_(Kaikohe)	low	low	929.0
3884.0	Ripon College	WI	IIB	491	380	320.0	409.0	619	479	401.0	515.0	28.0	23.0	17.0	1.0	69.0	http://dbpedia.org/resource/Ripon_College_(Wisconsin)	medium	medium	930.0
3892.0	St. Norbert College	WI	IIB	546	445	353.0	415.0	712	585	457.0	541.0	15.0	45.0	42.0	7.0	109.0	http://dbpedia.org/resource/St._Norbert_College	medium	medium	931.0
3895.0	University of Wisconsin-Madison	WI	I	666	498	439.0	573.0	831	628	566.0	721.0	918.0	287.0	360.0	30.0	1641.0	http://dbpedia.org/resource/University_of_Wisconsin-Madison_School_of_Music	high	high	932.0
3896.0	University of Wisconsin-Milwaukee	WI	I	604	465	421.0	495.0	761	598	544.0	632.0	267.0	306.0	192.0	2.0	797.0	http://dbpedia.org/resource/University_of_Wisconsin-Milwaukee_Libraries	medium	high	933.0
3899.0	University of Wisconsin-Green Bay	WI	IIA	498	417	356.0	419.0	638	541	468.0	543.0	52.0	55.0	35.0	3.0	157.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Green_Bay	medium	medium	934.0
3917.0	University of Wisconsin-Eau Claire	WI	IIA	489	410	372.0	428.0	627	533	487.0	555.0	167.0	126.0	112.0	12.0	417.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Eau_Claire	medium	medium	937.0
3919.0	University of Wisconsin-La Crosse	WI	IIA	511	424	384.0	430.0	653	549	502.0	556.0	128.0	103.0	90.0	8.0	369.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93La_Crosse	medium	medium	938.0
3921.0	University of Wisconsin-Platteville	WI	IIA	517	417	357.0	437.0	661	542	470.0	565.0	94.0	57.0	58.0	0.0	221.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Platteville	medium	medium	939.0
3925.0	University of Wisconsin-Superior	WI	IIA	501	410	348.0	432.0	642	533	459.0	561.0	42.0	26.0	19.0	5.0	97.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Superior	medium	medium	941.0
5015.0	University of Wisconsin-Parkside	WI	IIA	535	427	391.0	434.0	680	553	510.0	561.0	49.0	58.0	37.0	1.0	163.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Parkside	medium	medium	943.0
3808.0	Bethany College	WV	IIB	397	348	286.0	340.0	501	485	358.0	433.0	21.0	6.0	23.0	0.0	50.0	http://dbpedia.org/resource/Bethany_College_(Kansas)	low	low	946.0
3809.0	Bluefield State College	WV	IIB	409	315	268.0	310.0	483	388	341.0	384.0	23.0	22.0	34.0	12.0	91.0	http://dbpedia.org/resource/Bluefield_State_College	low	low	947.0
3812.0	Fairmont State College	WV	IIB	432	362	317.0	361.0	526	446	394.0	445.0	57.0	44.0	45.0	27.0	173.0	http://dbpedia.org/resource/Fairmont_State_University	medium	medium	949.0
3813.0	Glenville State College	WV	IIB	396	325	274.0	298.0	484	405	341.0	371.0	12.0	17.0	28.0	16.0	75.0	http://dbpedia.org/resource/Glenville_State_College	low	low	950.0
3815.0	Marshall University	WV	IIA	477	390	309.0	390.0	576	478	384.0	477.0	144.0	121.0	102.0	30.0	397.0	http://dbpedia.org/resource/Marshall_University	medium	medium	951.0
3818.0	University of Charleston	WV	IIB	385	347	324.0	333.0	484	440	413.0	423.0	10.0	21.0	21.0	15.0	67.0	http://dbpedia.org/resource/University_of_Charleston	low	low	952.0
3820.0	Salem-Teikyo University	WV	IIB	422	353	305.0	306.0	509	429	368.0	369.0	6.0	11.0	17.0	16.0	50.0	http://dbpedia.org/resource/Salem_International_University	low	low	953.0
3825.0	West Virginia Institute of Technology	WV	IIB	408	340	297.0	349.0	502	419	369.0	431.0	54.0	43.0	29.0	11.0	137.0	http://dbpedia.org/resource/West_Virginia_University_Institute_of_Technology	low	low	955.0
3827.0	West Virginia University	WV	I	535	431	361.0	439.0	642	521	438.0	529.0	335.0	237.0	272.0	22.0	895.0	http://dbpedia.org/resource/West_Virginia_University	medium	medium	956.0
3932.0	University of Wyoming	WY	I	539	410	374.0	445.0	658	507	464.0	549.0	241.0	154.0	164.0	2.0	591.0	http://dbpedia.org/resource/University_of_Wyoming	medium	medium	959.0
