id	album	artist	date	rating	DBpedia_URL label
933.0	The Best Little Secrets Are Kept	Louis XIV	22-Mar-05	62.0	http://dbpedia.org/resource/The_Best_Little_Secrets_Are_Kept	bad
934.0	The Drug in Me Is You	Falling in Reverse	26-Jul-11	62.0	http://dbpedia.org/resource/The_Drug_in_Me_Is_You	bad
935.0	The Head and the Heart	The Head and the Heart	16-Apr-11	62.0	http://dbpedia.org/resource/The_Head_and_the_Heart_(album)	bad
936.0	The Isness	The Future Sound of London	13-Aug-02	62.0	http://dbpedia.org/resource/The_Isness	bad
937.0	The Less You Know, The Better	DJ Shadow	4-Oct-11	62.0	http://dbpedia.org/resource/The_Less_You_Know,_the_Better	bad
938.0	The Long Road	Nickelback	23-Sep-03	62.0	http://dbpedia.org/resource/The_Long_Road	bad
939.0	The Outsider	DJ Shadow	19-Sep-06	62.0	http://dbpedia.org/resource/The_Outsider_(DJ_Shadow_album)	bad
940.0	The Ragpicker's Dream	Mark Knopfler	1-Oct-02	62.0	http://dbpedia.org/resource/The_Ragpicker's_Dream	bad
941.0	The Sun And The Moon	The Bravery	22-May-07	62.0	http://dbpedia.org/resource/The_Sun_and_the_Moon	bad
942.0	The Wanted [EP]	The Wanted	24-Apr-12	62.0	http://dbpedia.org/resource/The_Wanted_(EP)	bad
943.0	Three's Co.	The Tyde	29-Aug-06	62.0	http://dbpedia.org/resource/Three's_Co.	bad
944.0	Tomorrow's World	Erasure	11-Oct-11	62.0	http://dbpedia.org/resource/Tomorrow's_World_(album)	bad
945.0	Tweekend	The Crystal Method	31-Jul-01	62.0	http://dbpedia.org/resource/Tweekend	bad
946.0	Underwater Sunshine (Or What We Did on Our Summer Vacation)	Counting Crows	10-Apr-12	62.0	http://dbpedia.org/resource/Underwater_Sunshine_(Or_What_We_Did_On_Our_Summer_Vacation)	bad
947.0	Up To Now	Snow Patrol	10-Nov-09	62.0	http://dbpedia.org/resource/Up_to_Now	bad
948.0	Vices & Virtues	Panic! At the Disco	22-Mar-11	62.0	http://dbpedia.org/resource/Vices_&_Virtues	bad
949.0	Wake Up And Smell The Coffee	The Cranberries	23-Oct-01	62.0	http://dbpedia.org/resource/Wake_Up_and_Smell_the_Coffee	bad
950.0	Walking Cloud And Deep Red Sky, Flag Fluttered And The Sun Shined	Mono	5-Oct-04	62.0	http://dbpedia.org/resource/Walking_Cloud_and_Deep_Red_Sky,_Flag_Fluttered_and_the_Sun_Shined	bad
951.0	Way To Normal	Ben Folds	30-Sep-08	62.0	http://dbpedia.org/resource/Way_to_Normal	bad
952.0	Xenophanes	Omar Rodriguez-Lopez	10-Nov-09	62.0	http://dbpedia.org/resource/Xenophanes_(album)	bad
953.0	22-20s	22-20s	19-Apr-05	61.0	http://dbpedia.org/resource/22-20s_(album)	bad
954.0	7th Symphony	Apocalyptica	24-Aug-10	61.0	http://dbpedia.org/resource/7th_Symphony_(album)	bad
955.0	Audio Day Dream	Blake Lewis	4-Dec-07	61.0	http://dbpedia.org/resource/A.D.D._(Audio_Day_Dream)	bad
956.0	A Better Version Of Me	Rainer Maria	23-Jan-01	61.0	http://dbpedia.org/resource/A_Better_Version_of_Me	bad
957.0	A New Tide	Gomez	31-Mar-09	61.0	http://dbpedia.org/resource/A_New_Tide	bad
958.0	Amputechture	The Mars Volta	12-Sep-06	61.0	http://dbpedia.org/resource/Amputechture	bad
959.0	Bicycles & Tricycles	The Orb	13-Jul-04	61.0	http://dbpedia.org/resource/Bicycles_&_Tricycles	bad
960.0	Blood for the Master	Goatwhore	14-Feb-12	61.0	http://dbpedia.org/resource/Blood_for_the_Master	bad
961.0	Brass Knuckles	Nelly	16-Sep-08	61.0	http://dbpedia.org/resource/Brass_Knuckles_(album)	bad
962.0	Break the Spell	Daughtry	21-Nov-11	61.0	http://dbpedia.org/resource/Break_the_Spell	bad
963.0	Burn Your Town	The Chapman Family	7-Mar-11	61.0	http://dbpedia.org/resource/Burn_Your_Town	bad
964.0	Charango	Morcheeba	16-Jul-02	61.0	http://dbpedia.org/resource/Charango_(album)	bad
965.0	Clothes Drop	Shaggy	20-Sep-05	61.0	http://dbpedia.org/resource/Clothes_Drop	bad
966.0	David Cook	David Cook	18-Nov-08	61.0	http://dbpedia.org/resource/David_Cook_(album)	bad
967.0	Dignity	Hilary Duff	3-Apr-07	61.0	http://dbpedia.org/resource/Dignity_(album)	bad
968.0	Dirty Words	The Departure	13-Jun-05	61.0	http://dbpedia.org/resource/Dirty_Words	bad
969.0	Fasciinatiion	The Faint	5-Aug-08	61.0	http://dbpedia.org/resource/Fasciinatiion	bad
970.0	Foot Of The Mountain	a-ha	27-Jul-09	61.0	http://dbpedia.org/resource/Foot_of_the_Mountain	bad
971.0	Fork In The Road	Neil Young	7-Apr-09	61.0	http://dbpedia.org/resource/Fork_in_the_Road	bad
972.0	Fragile Future	Hawthorne Heights	5-Aug-08	61.0	http://dbpedia.org/resource/Fragile_Future	bad
973.0	Get The Picture	Smash Mouth	5-Aug-03	61.0	http://dbpedia.org/resource/Get_the_Picture%3F_(Smash_Mouth_album)	bad
974.0	Godspeed On The Devil's Thunder	Cradle of Filth	28-Oct-08	61.0	http://dbpedia.org/resource/Godspeed_on_the_Devil's_Thunder	bad
975.0	Help Wanted Nights	The Good Life	11-Sep-07	61.0	http://dbpedia.org/resource/Help_Wanted_Nights	bad
976.0	Here We Stand	The Fratellis	10-Jun-08	61.0	http://dbpedia.org/resource/Here_We_Stand_(The_Fratellis_album)	bad
977.0	Hopes And Fears	Keane	25-May-04	61.0	http://dbpedia.org/resource/Hopes_and_Fears	bad
978.0	Human Conditions	Richard Ashcroft	25-Feb-03	61.0	http://dbpedia.org/resource/Human_Conditions	bad
979.0	I Had the Blues But I Shook Them Loose	Bombay Bicycle Club	6-Jul-09	61.0	http://dbpedia.org/resource/I_Had_the_Blues_But_I_Shook_Them_Loose	bad
980.0	In the Key of Disney	Brian Wilson	24-Oct-11	61.0	http://dbpedia.org/resource/In_the_Key_of_Disney	bad
981.0	In The Maybe World	Lisa Germano	18-Jul-06	61.0	http://dbpedia.org/resource/In_the_Maybe_World	bad
982.0	Invincible Summer	k.d. lang	20-Jun-00	61.0	http://dbpedia.org/resource/Invincible_Summer	bad
983.0	Legendary Weapons	Wu-Tang Clan	26-Jul-11	61.0	http://dbpedia.org/resource/Legendary_Weapons	bad
984.0	Let Them Talk	Hugh Laurie	6-Sep-11	61.0	http://dbpedia.org/resource/Let_Them_Talk	bad
985.0	Live Like You Were Dying	Tim McGraw	24-Aug-04	61.0	http://dbpedia.org/resource/Live_Like_You_Were_Dying	bad
986.0	Love Notes/Letter Bombs	The Submarines	5-Apr-11	61.0	http://dbpedia.org/resource/Love_Notes/Letter_Bombs	bad
987.0	Malice N Wonderland	Snoop Dogg	8-Dec-09	61.0	http://dbpedia.org/resource/Malice_n_Wonderland	bad
988.0	Mechanical Wonder	Ocean Colour Scene	1-May-01	61.0	http://dbpedia.org/resource/Mechanical_Wonder	bad
989.0	Modulate	Bob Mould	12-Mar-02	61.0	http://dbpedia.org/resource/Modulate_(album)	bad
990.0	Moment Bends	Architecture in Helsinki	3-May-11	61.0	http://dbpedia.org/resource/Moment_Bends	bad
991.0	Moonfire	Boy & Bear	16-Aug-11	61.0	http://dbpedia.org/resource/Moonfire_(album)	bad
992.0	Music for Courage and Confidence	Mark Eitzel	23-Apr-02	61.0	http://dbpedia.org/resource/Music_for_Courage_and_Confidence	bad
993.0	My Guilty Pleasure	Sally Shapiro	25-Aug-09	61.0	http://dbpedia.org/resource/My_Guilty_Pleasure	bad
994.0	My Private Nation	Train	3-Jun-03	61.0	http://dbpedia.org/resource/My_Private_Nation	bad
995.0	Not Without A Fight	New Found Glory	10-Mar-09	61.0	http://dbpedia.org/resource/Not_Without_a_Fight	bad
996.0	On Your Sleeve	Jesse Malin	28-Oct-08	61.0	http://dbpedia.org/resource/On_Your_Sleeve	bad
997.0	Out Of Nothing	Embrace	14-Jun-05	61.0	http://dbpedia.org/resource/Out_of_Nothing	bad
998.0	People Are Expensive	Echobelly	21-May-01	61.0	http://dbpedia.org/resource/People_Are_Expensive	bad
999.0	Polly Scattergood	Polly Scattergood	19-May-09	61.0	http://dbpedia.org/resource/Polly_Scattergood_(album)	bad
1000.0	Quicken The Heart	MaxÃ¯mo Park	12-May-09	61.0	http://dbpedia.org/resource/Quicken_the_Heart	bad
1001.0	Red Carpet Massacre	Duran Duran	13-Nov-07	61.0	http://dbpedia.org/resource/Red_Carpet_Massacre	bad
1002.0	Return Of Dragon	Sisqo	19-Jun-01	61.0	http://dbpedia.org/resource/Return_of_Dragon	bad
1003.0	Robotique Majestique	Ghostland Observatory	4-Mar-08	61.0	http://dbpedia.org/resource/Robotique_Majestique	bad
1004.0	Rokstarr	Taio Cruz	1-Jun-10	61.0	http://dbpedia.org/resource/Rokstarr	bad
1005.0	Salival	Tool	12-Dec-00	61.0	http://dbpedia.org/resource/Salival	bad
1006.0	Secrets Are Sinister	Longwave	11-Nov-08	61.0	http://dbpedia.org/resource/Secrets_Are_Sinister	bad
1007.0	Sleep Through The Static	Jack Johnson	5-Feb-08	61.0	http://dbpedia.org/resource/Sleep_Through_the_Static	bad
1008.0	Solarized	Ian Brown	22-Feb-05	61.0	http://dbpedia.org/resource/Solarized	bad
1009.0	Some Devil	Dave Matthews	23-Sep-03	61.0	http://dbpedia.org/resource/Some_Devil	bad
1010.0	T.I. Vs T.I.P.	T.I.	3-Jul-07	61.0	http://dbpedia.org/resource/T.I._vs._T.I.P.	bad
1011.0	The Fabled City	The Nightwatchman	30-Sep-08	61.0	http://dbpedia.org/resource/The_Fabled_City	bad
1012.0	The Friends [EP]	Ween	19-Jun-07	61.0	http://dbpedia.org/resource/The_Friends_EP	bad
1013.0	The Impossible Song & Other Songs	Roddy Woomble	21-Mar-11	61.0	http://dbpedia.org/resource/The_Impossible_Song_&_Other_Songs	bad
1014.0	The Last Kiss	Jadakiss	7-Apr-09	61.0	http://dbpedia.org/resource/The_Last_Kiss_(album)	bad
1015.0	The Mix-Up	Beastie Boys	26-Jun-07	61.0	http://dbpedia.org/resource/The_Mix-Up	bad
1016.0	The Open Door	Evanescence	3-Oct-06	61.0	http://dbpedia.org/resource/The_Open_Door	bad
1017.0	The Preacher's Son	Wyclef Jean	4-Nov-03	61.0	http://dbpedia.org/resource/The_Preacher's_Son	bad
1018.0	The World I Want to Leave Behind	Moneen	15-Sep-09	61.0	http://dbpedia.org/resource/The_World_I_Want_to_Leave_Behind	bad
1019.0	This Delicate Thing We've Made	Darren Hayes	21-Aug-07	61.0	http://dbpedia.org/resource/This_Delicate_Thing_We've_Made	bad
1020.0	Time The Conqueror	Jackson Browne	23-Sep-08	61.0	http://dbpedia.org/resource/Time_the_Conqueror	bad
1021.0	Timez Are Weird These Days	Theophilus London	19-Jul-11	61.0	http://dbpedia.org/resource/Timez_Are_Weird_These_Days	bad
1022.0	Turning the Mind	Maps	20-Oct-09	61.0	http://dbpedia.org/resource/Turning_the_Mind	bad
1023.0	Under Rug Swept	Alanis Morissette	26-Feb-02	61.0	http://dbpedia.org/resource/Under_Rug_Swept	bad
1024.0	Walk It Off	Tapes 'n Tapes	8-Apr-08	61.0	http://dbpedia.org/resource/Walk_It_Off	bad
1025.0	Walking On A Dream	Empire of the Sun	21-Apr-09	61.0	http://dbpedia.org/resource/Walking_on_a_Dream	bad
1026.0	War Stories	UNKLE	24-Jul-07	61.0	http://dbpedia.org/resource/War_Stories_(album)	bad
1027.0	We'll Live and Die in These Towns	The Enemy	9-Jul-07	61.0	http://dbpedia.org/resource/We'll_Live_and_Die_in_These_Towns	bad
1028.0	We The Best Forever	DJ Khaled	19-Jul-11	61.0	http://dbpedia.org/resource/We_the_Best_Forever	bad
1029.0	What Doesn't Kill You, Eventually Kills You	Gay for Johnny Depp	15-Feb-11	61.0	http://dbpedia.org/resource/What_Doesn't_Kill_You,_Eventually_Kills_You	bad
1030.0	Who Killed Sgt. Pepper?	The Brian Jonestown Massacre	23-Feb-10	61.0	http://dbpedia.org/resource/Who_Killed_Sgt._Pepper%3F	bad
1031.0	World Wide Rebel Songs	The Nightwatchman	29-Aug-11	61.0	http://dbpedia.org/resource/World_Wide_Rebel_Songs	bad
1032.0	...Ya Know?	Joey Ramone	22-May-12	61.0	http://dbpedia.org/resource/Ya_Know%3F	bad
1033.0	You Can Feel Me	Har Mar Superstar	5-Nov-02	61.0	http://dbpedia.org/resource/You_Can_Feel_Me	bad
1034.0	Yours Truly, Angry Mob	Kaiser Chiefs	27-Mar-07	61.0	http://dbpedia.org/resource/Yours_Truly,_Angry_Mob	bad
1035.0	V Is For Vagina	Puscifer	30-Oct-07	60.0	http://dbpedia.org/resource/%22V%22_Is_for_Vagina	bad
1036.0	American Life	Madonna	22-Apr-03	60.0	http://dbpedia.org/resource/American_Life	bad
1037.0	Augustana	Augustana	26-Apr-11	60.0	http://dbpedia.org/resource/Augustana_(album)	bad
1038.0	Back On My B.S.	Busta Rhymes	19-May-09	60.0	http://dbpedia.org/resource/Back_on_My_B.S.	bad
1039.0	Because We Hate You	The Young Fresh Fellows	27-Feb-01	60.0	http://dbpedia.org/resource/Because_We_Hate_You	bad
1040.0	Calamity	The Curtains	24-Oct-06	60.0	http://dbpedia.org/resource/Calamity_(album)	bad
1041.0	Calling the World	Rooney	17-Jul-07	60.0	http://dbpedia.org/resource/Calling_the_World	bad
1042.0	Casino Twilight Dogs	Youth Group	30-Jan-07	60.0	http://dbpedia.org/resource/Casino_Twilight_Dogs	bad
1043.0	Congregation Of The Damned	Atreyu	26-Oct-09	60.0	http://dbpedia.org/resource/Congregation_of_the_Damned	bad
1044.0	Conspiracy of One	The Offspring	14-Nov-00	60.0	http://dbpedia.org/resource/Conspiracy_of_One	bad
1045.0	Darkly, Darkly, Venus Aversa	Cradle of Filth	9-Nov-10	60.0	http://dbpedia.org/resource/Darkly,_Darkly,_Venus_Aversa	bad
1046.0	Dead Drunk	Terrestrial Tones	7-Mar-06	60.0	http://dbpedia.org/resource/Dead_Drunk	bad
1047.0	Decent Work For Decent Pay	Diplo	3-Feb-09	60.0	http://dbpedia.org/resource/Decent_Work_for_Decent_Pay	bad
1048.0	Drops Of Jupiter	Train	27-Mar-01	60.0	http://dbpedia.org/resource/Drops_of_Jupiter	bad
1049.0	Dumb Luck	Dntel	24-Apr-07	60.0	http://dbpedia.org/resource/Dumb_Luck_(album)	bad
1050.0	Dusk And Summer	Dashboard Confessional	27-Jun-06	60.0	http://dbpedia.org/resource/Dusk_and_Summer	bad
1051.0	Familiar To Millions	Oasis	21-Nov-00	60.0	http://dbpedia.org/resource/Familiar_to_Millions	bad
1052.0	Fantasy Ride	Ciara	5-May-09	60.0	http://dbpedia.org/resource/Fantasy_Ride	bad
1053.0	Flashy	Electric Six	21-Oct-08	60.0	http://dbpedia.org/resource/Flashy	bad
1054.0	Folker	Paul Westerberg	7-Sep-04	60.0	http://dbpedia.org/resource/Folker	bad
1055.0	Gavin DeGraw	Gavin DeGraw	6-May-08	60.0	http://dbpedia.org/resource/Gavin_DeGraw_(album)	bad
1056.0	Generation Freakshow	Feeder	23-Apr-12	60.0	http://dbpedia.org/resource/Generation_Freakshow_(album)	bad
1057.0	Glass Floor	Maritime	1-Jun-04	60.0	http://dbpedia.org/resource/Glass_Floor	bad
1058.0	Glassheart	Leona Lewis	15-Oct-12	60.0	http://dbpedia.org/resource/Glassheart	bad
1059.0	Golden Lies	Meat Puppets	26-Sep-00	60.0	http://dbpedia.org/resource/Golden_Lies	bad
1060.0	Grey Oceans	CocoRosie	11-May-10	60.0	http://dbpedia.org/resource/Grey_Oceans	bad
1061.0	Her Space Holiday	Her Space Holiday	16-Aug-11	60.0	http://dbpedia.org/resource/Her_Space_Holiday_(album)	bad
1062.0	In Case You Didn't Know	Olly Murs	25-Nov-11	60.0	http://dbpedia.org/resource/In_Case_You_Didn't_Know	bad
1063.0	In Some Way, Shape, or Form	Four Year Strong	8-Nov-11	60.0	http://dbpedia.org/resource/In_Some_Way,_Shape_or_Form	bad
1064.0	Invaders Must Die	The Prodigy	3-Mar-09	60.0	http://dbpedia.org/resource/Invaders_Must_Die	bad
1065.0	It's Me Again	Tweet	22-Mar-05	60.0	http://dbpedia.org/resource/It's_Me_Again	bad
1066.0	Lessons In Love	Lloyd	5-Aug-08	60.0	http://dbpedia.org/resource/Lessons_in_Love_(Lloyd_album)	bad
1067.0	Life in a Beautiful Light	Amy MacDonald	19-Jun-12	60.0	http://dbpedia.org/resource/Life_in_a_Beautiful_Light	bad
1068.0	Love Hate And Then There's You	The Von Bondies	3-Feb-09	60.0	http://dbpedia.org/resource/Love,_Hate_and_Then_There's_You	bad
1069.0	Lucky Old Sun	Kenny Chesney	14-Oct-08	60.0	http://dbpedia.org/resource/Lucky_Old_Sun	bad
1070.0	Merry Christmas II You	Mariah Carey	2-Nov-10	60.0	http://dbpedia.org/resource/Merry_Christmas_II_You	bad
1071.0	Mink Car	They Might Be Giants	11-Sep-01	60.0	http://dbpedia.org/resource/Mink_Car	bad
1072.0	Morning Tide	The Little Ones	7-Oct-08	60.0	http://dbpedia.org/resource/Morning_Tide	bad
1073.0	Night On Fire	VHS or Beta	21-Sep-04	60.0	http://dbpedia.org/resource/Night_on_Fire	bad
1074.0	No Hope, No Future	Good Shoes	25-Jan-10	60.0	http://dbpedia.org/resource/No_Hope,_No_Future	bad
1075.0	No Mundane Options	The Paddingtons	3-Nov-08	60.0	http://dbpedia.org/resource/No_Mundane_Options	bad
1076.0	One Plus One Is One	Badly Drawn Boy	27-Jul-04	60.0	http://dbpedia.org/resource/One_Plus_One_Is_One	bad
1077.0	Out of Frequency	The Asteroids Galaxy Tour	31-Jan-12	60.0	http://dbpedia.org/resource/Out_of_Frequency	bad
1078.0	Own the Night	Lady Antebellum	13-Sep-11	60.0	http://dbpedia.org/resource/Own_the_Night	bad
1079.0	Peaceful, The World Lays Me Down	Noah and the Whale	16-Sep-08	60.0	http://dbpedia.org/resource/Peaceful,_the_World_Lays_Me_Down	bad
1080.0	Pink Friday: Roman Reloaded	Nicki Minaj	3-Apr-12	60.0	http://dbpedia.org/resource/Pink_Friday:_Roman_Reloaded	bad
1081.0	Razorlight	Razorlight	22-Aug-06	60.0	http://dbpedia.org/resource/Razorlight_(album)	bad
1082.0	Reanimation	Linkin Park	30-Jul-02	60.0	http://dbpedia.org/resource/Reanimation	bad
1083.0	Release Therapy	Ludacris	26-Sep-06	60.0	http://dbpedia.org/resource/Release_Therapy	bad
1084.0	Sagarmatha	The Appleseed Cast	17-Feb-09	60.0	http://dbpedia.org/resource/Sagarmatha_(album)	bad
1085.0	Science & Faith	The Script	18-Jan-11	60.0	http://dbpedia.org/resource/Science_&_Faith	bad
1086.0	Shobaleader One: d'Demonstrator	Squarepusher	19-Oct-10	60.0	http://dbpedia.org/resource/Shobaleader_One:_d'Demonstrator	bad
1087.0	Sixes & Sevens	Adam Green	18-Mar-08	60.0	http://dbpedia.org/resource/Sixes_&_Sevens	bad
1088.0	Song Yet To Be Sung	Perry Farrell	17-Jul-01	60.0	http://dbpedia.org/resource/Song_Yet_to_Be_Sung	bad
1089.0	Songs About Girls	will.i.am	25-Sep-07	60.0	http://dbpedia.org/resource/Songs_About_Girls	bad
1090.0	Splinter	The Offspring	9-Dec-03	60.0	http://dbpedia.org/resource/Splinter_(The_Offspring_album)	bad
1091.0	St. Jude	The Courteeners	7-Apr-08	60.0	http://dbpedia.org/resource/St._Jude_(album)	bad
1092.0	Strangeland	Keane	8-May-12	60.0	http://dbpedia.org/resource/Strangeland_(album)	bad
1093.0	Strip Me	Natasha Bedingfield	7-Dec-10	60.0	http://dbpedia.org/resource/Strip_Me	bad
1094.0	TP.3 Reloaded	R. Kelly	5-Jul-05	60.0	http://dbpedia.org/resource/TP.3_Reloaded	bad
1095.0	Tha Carter IV	Lil Wayne	29-Aug-11	60.0	http://dbpedia.org/resource/Tha_Carter_IV	bad
1096.0	The Adventures Of Ghosthorse And Stillborn	CocoRosie	10-Apr-07	60.0	http://dbpedia.org/resource/The_Adventures_of_Ghosthorse_and_Stillborn	bad
1097.0	The Complex	Blue Man Group	22-Apr-03	60.0	http://dbpedia.org/resource/The_Complex_(album)	bad
1098.0	The Golden Age Of Grotesque	Marilyn Manson	13-May-03	60.0	http://dbpedia.org/resource/The_Golden_Age_of_Grotesque	bad
1099.0	The Oracle	Godsmack	4-May-10	60.0	http://dbpedia.org/resource/The_Oracle_(album)	bad
1100.0	The Past Presents The Future	Her Space Holiday	27-Sep-05	60.0	http://dbpedia.org/resource/The_Past_Presents_the_Future	bad
1101.0	The Senior	Ginuwine	8-Apr-03	60.0	http://dbpedia.org/resource/The_Senior	bad
1102.0	The Third Hand	Rjd2	6-Mar-07	60.0	http://dbpedia.org/resource/The_Third_Hand	bad
1103.0	Thecontrollersphere	Of Montreal	26-Apr-11	60.0	http://dbpedia.org/resource/Thecontrollersphere	bad
1104.0	This Kind Of Love	Carly Simon	29-Apr-08	60.0	http://dbpedia.org/resource/This_Kind_of_Love	bad
1105.0	Threes	Sparta	24-Oct-06	60.0	http://dbpedia.org/resource/Threes_(album)	bad
1106.0	Trilla	Rick Ross	11-Mar-08	60.0	http://dbpedia.org/resource/Trilla	bad
1107.0	Under The Boards	Saves the Day	30-Oct-07	60.0	http://dbpedia.org/resource/Under_the_Boards	bad
1108.0	Vulnerable	Tricky	17-Jun-03	60.0	http://dbpedia.org/resource/Vulnerable_(Tricky_album)	bad
1109.0	We Sing, We Dance, We Steal Things	Jason Mraz	13-May-08	60.0	http://dbpedia.org/resource/We_Sing._We_Dance._We_Steal_Things.	bad
1110.0	Welcome To Goon Island	XX Teens	30-Sep-08	60.0	http://dbpedia.org/resource/Welcome_to_Goon_Island	bad
1111.0	Y Not	Ringo Starr	12-Jan-10	60.0	http://dbpedia.org/resource/Y_Not	bad
1112.0	Year Of The Dog... Again	DMX	1-Aug-06	60.0	http://dbpedia.org/resource/Year_of_the_Dog..._Again	bad
1113.0	You Gotta Go There To Come Back	Stereophonics	9-Sep-03	60.0	http://dbpedia.org/resource/You_Gotta_Go_There_to_Come_Back	bad
1114.0	Happy In Galoshes	Scott Weiland	25-Nov-08	59.0	http://dbpedia.org/resource/%22Happy%22_in_Galoshes	bad
1115.0	55 Cadillac	Andrew W.K.	8-Sep-09	59.0	http://dbpedia.org/resource/55_Cadillac	bad
1116.0	All At Once	The Airborne Toxic Event	26-Apr-11	59.0	http://dbpedia.org/resource/All_at_Once_(album)	bad
1117.0	America's Sweetheart	Courtney Love	10-Feb-04	59.0	http://dbpedia.org/resource/America's_Sweetheart_(album)	bad
1118.0	American Capitalist	Five Finger Death Punch	11-Oct-11	59.0	http://dbpedia.org/resource/American_Capitalist	bad
1119.0	American Tragedy	Hollywood Undead	5-Apr-11	59.0	http://dbpedia.org/resource/American_Tragedy_Redux	bad
1120.0	Big Dreams & High Hopes	Jack Ingram	25-Aug-09	59.0	http://dbpedia.org/resource/Big_Dreams_&_High_Hopes	bad
1121.0	Born Villain	Marilyn Manson	1-May-12	59.0	http://dbpedia.org/resource/Born_Villain	bad
1122.0	Bright Black Heaven	Blaqk Audio	18-Sep-12	59.0	http://dbpedia.org/resource/Bright_Black_Heaven	bad
1123.0	Chickenfoot III	Chickenfoot	27-Sep-11	59.0	http://dbpedia.org/resource/Chickenfoot_III	bad
1124.0	Crunk Rock	Lil Jon	8-Jun-10	59.0	http://dbpedia.org/resource/Crunk_Rock	bad
1125.0	Dead Media	Hefner	22-Jan-02	59.0	http://dbpedia.org/resource/Dead_Media	bad
1126.0	Dead Son Rising	Gary Numan	6-Dec-11	59.0	http://dbpedia.org/resource/Dead_Son_Rising	bad
1127.0	Definition Of Real	Plies	10-Jun-08	59.0	http://dbpedia.org/resource/Definition_of_Real	bad
1128.0	Early 21st Century Blues	Cowboy Junkies	16-Aug-05	59.0	http://dbpedia.org/resource/Early_21st_Century_Blues	bad
1129.0	Endlessly	Duffy	7-Dec-10	59.0	http://dbpedia.org/resource/Endlessly_(album)	bad
1130.0	Everyday I Said A Prayer For Kathy And Made A One Inch Square	Wheat	22-May-07	59.0	http://dbpedia.org/resource/Everyday_I_Said_a_Prayer_for_Kathy_and_Made_a_One_Inch_Square	bad
1131.0	Fearless Love	Melissa Etheridge	27-Apr-10	59.0	http://dbpedia.org/resource/Fearless_Love	bad
1132.0	Getting Away With Murder	Papa Roach	31-Aug-04	59.0	http://dbpedia.org/resource/Getting_Away_with_Murder_(album)	bad
1133.0	Gloriana	Gloriana	4-Aug-09	59.0	http://dbpedia.org/resource/Gloriana_(album)	bad
1134.0	Go Now and Live	We Are the Ocean	25-Apr-11	59.0	http://dbpedia.org/resource/Go_Now_and_Live	bad
1135.0	Grrr...	Bishop Allen	10-Mar-09	59.0	http://dbpedia.org/resource/Grrr...	bad
1136.0	Hello Waveforms	William Orbit	21-Feb-06	59.0	http://dbpedia.org/resource/Hello_Waveforms	bad
1137.0	I Created Disco	Calvin Harris	4-Sep-07	59.0	http://dbpedia.org/resource/I_Created_Disco	bad
1138.0	In Our Space Hero Suits	Those Dancing Days	6-Oct-08	59.0	http://dbpedia.org/resource/In_Our_Space_Hero_Suits	bad
1139.0	Judgement Days	Ms. Dynamite	3-Oct-05	59.0	http://dbpedia.org/resource/Judgement_Days	bad
1140.0	Keep Calm And Carry On	Stereophonics	11-May-10	59.0	http://dbpedia.org/resource/Keep_Calm_and_Carry_On_(album)	bad
1141.0	LP1	Joss Stone	26-Jul-11	59.0	http://dbpedia.org/resource/LP1_(Joss_Stone_album)	bad
1142.0	Land Air Sea	The Special Goodness	20-Jan-04	59.0	http://dbpedia.org/resource/Land_Air_Sea	bad
1143.0	Laugh Now, Cry Later	Ice Cube	6-Jun-06	59.0	http://dbpedia.org/resource/Laugh_Now,_Cry_Later	bad
1144.0	Leave This Town	Daughtry	14-Jul-09	59.0	http://dbpedia.org/resource/Leave_This_Town	bad
1145.0	Let's Just Be	Joseph Arthur	17-Apr-07	59.0	http://dbpedia.org/resource/Let's_Just_Be	bad
1146.0	Lights And Sounds	Yellowcard	24-Jan-06	59.0	http://dbpedia.org/resource/Lights_and_Sounds	bad
1147.0	Live from the Kitchen	Yo Gotti	10-Jan-12	59.0	http://dbpedia.org/resource/Live_from_the_Kitchen	bad
1148.0	Liverpool 8	Ringo Starr	15-Jan-08	59.0	http://dbpedia.org/resource/Liverpool_8	bad
1149.0	Love The Future	Chester French	21-Apr-09	59.0	http://dbpedia.org/resource/Love_the_Future	bad
1150.0	Malpractice	Redman	22-May-01	59.0	http://dbpedia.org/resource/Malpractice_(Redman_album)	bad
1151.0	Man Vs Machine	Xzibit	1-Oct-02	59.0	http://dbpedia.org/resource/Man_vs._Machine	bad
1152.0	Milk Cow Blues	Willie Nelson	19-Sep-00	59.0	http://dbpedia.org/resource/Milk_Cow_Blues	bad
1153.0	Motown: A Journey Through Hitsville USA	Boyz II Men	13-Nov-07	59.0	http://dbpedia.org/resource/Motown:_A_Journey_Through_Hitsville_USA	bad
1154.0	Mr. Brown	Sleepy Brown	3-Oct-06	59.0	http://dbpedia.org/resource/Mr._Brown_(album)	bad
1155.0	Never Cry Another Tear	Bad Lieutenant	10-Nov-09	59.0	http://dbpedia.org/resource/Never_Cry_Another_Tear	bad
1156.0	Night Train [EP]	Keane	11-May-10	59.0	http://dbpedia.org/resource/Night_Train_(EP)	bad
1157.0	Nostradamus	Judas Priest	17-Jun-08	59.0	http://dbpedia.org/resource/Nostradamus_(album)	bad
1158.0	Out Of Ashes	Dead By Sunrise	13-Oct-09	59.0	http://dbpedia.org/resource/Out_of_Ashes	bad
1159.0	Out Of The Vein	Third Eye Blind	13-May-03	59.0	http://dbpedia.org/resource/Out_of_the_Vein	bad
